,alias,lat,long
4352,"['Mexican', 'Breakfast & Brunch', 'Burgers']",34.0777138,-118.2589755
4353,['Mexican'],34.03457,-118.21657
4354,"['Tacos', 'Street Vendors']",34.063649235896165,-118.29166173934937
4355,"['Meat Shops', 'Mexican']",34.04473,-118.27638
4356,"['Mexican', 'Breakfast & Brunch']",34.07361,-118.20634
4357,['Mexican'],34.0505289,-118.2486189
4358,"['Tacos', 'Food Trucks']",34.0246705,-118.3734038
4359,"['Food Trucks', 'Tacos']",34.052661,-118.309038
4360,"['Street Vendors', 'Mexican']",34.0213961630457,-118.240321894443
4361,['Mexican'],34.02102803077475,-118.21218724347708
4362,"['Pizza', 'Tacos', 'Chicken Wings']",34.03953,-118.30861316126769
4363,"['Mexican', 'American (Traditional)']",34.0960248,-118.2074559
4364,['Mexican'],34.142268,-118.243448
4365,"['Mexican', 'Food Trucks']",34.07307,-118.309189
4366,"['Food Stands', 'Mexican']",34.088503951235,-118.211692688254
4367,"['Soup', 'Tacos']",34.0186653137207,-118.26830291748
4368,"['Mexican', 'Food Trucks']",33.9005754171619,-118.326611867643
4369,['Mexican'],34.0421380712184,-118.2565104143
4370,['Mexican'],34.0654253513734,-118.411946436164
4371,"['Tacos', 'Fish & Chips', 'Beer Bar']",34.0250376,-118.3938404
4372,"['Food Trucks', 'Tacos']",34.06615,-118.24975
4373,"['Food Trucks', 'Tacos']",33.9599740987599,-118.39732950819
4374,"['Bars', 'Chicken Wings', 'Mexican']",34.025646,-118.2774206
4375,"['Mexican', 'Food Stands']",34.0577,-118.30201
4376,['Mexican'],34.147148,-118.263832
4377,['Mexican'],34.0048406951571,-118.33286985755
4378,['Mexican'],34.07515546383568,-118.25309625889511
4379,['Mexican'],34.0908587498275,-118.337643320946
4380,"['Soul Food', 'Breakfast & Brunch', 'Mexican']",34.01996,-118.356109
4381,"['Food Trucks', 'Tacos']",33.76327438,-118.19492377
4382,['Tacos'],34.03007,-118.20607
4383,"['Korean', 'Mexican', 'Food Trucks']",34.13736,-118.39007
4384,['Mexican'],33.96956,-118.24735
4385,['Mexican'],34.145366,-118.41401355
4386,['Mexican'],34.00411,-118.27795
4387,"['Mexican', 'Food Stands']",34.1073546687631,-118.237945474684
4388,['Mexican'],34.0328849,-118.2911562
4389,['Mexican'],34.04599437020955,-118.2369482592775
4390,['Mexican'],34.024228064755526,-118.2846011593938
4391,"['Mexican', 'Vegetarian', 'Vegan']",34.150614,-118.404608
4392,['Mexican'],33.9948548,-118.4175322
4393,"['Middle Eastern', 'Chicken Shop', 'Mexican']",34.047011,-118.252336
4394,"['Tacos', 'Caterers']",33.96939,-118.35575
4395,"['Pizza', 'Kosher', 'Mexican']",34.0553849,-118.3875885
4396,['Mexican'],34.0603467,-118.4426463
4397,"['Tacos', 'Coffee Roasteries', 'Coffee & Tea']",34.0340294,-118.2535585
4398,['Tacos'],33.9798199,-118.35771
4399,['Mexican'],34.04403567559151,-118.25177670467863
4400,"['Street Vendors', 'Tacos']",34.090389251709,-118.288986206055
4401,"['Mexican', 'Seafood']",34.0514183,-118.2443466
4402,"['Tacos', 'Food Trucks']",34.01164560143318,-117.96385493175588
4403,"['Food Trucks', 'Tacos']",34.040480183102865,-118.16907339058622
4404,"['Tacos', 'Food Stands']",34.0953941345215,-118.231010437012
4405,"['Tacos', 'Food Delivery Services', 'Breakfast & Brunch']",34.014976393027965,-118.27876077364706
4406,['Mexican'],34.05364,-118.26697
4407,"['Food Trucks', 'Tacos', 'Tapas/Small Plates']",34.05843,-118.3057
4408,['Mexican'],34.08217,-118.27214
4409,['Tacos'],34.0722795,-118.3602751
4410,['Mexican'],34.08405,-118.32636
4411,"['Mexican', 'Juice Bars & Smoothies']",34.0588399,-118.23788
4412,['Mexican'],34.0572875,-118.2694768
4413,"['Seafood', 'Mexican']",34.0392709101068,-118.25469603271715
4414,['Mexican'],34.0612757,-118.3067349
4415,"['American (New)', 'Breakfast & Brunch', 'Tacos']",34.0042527,-118.4319161
4416,"['Food Trucks', 'Tacos']",34.1149749755859,-118.240303039551
4417,['Mexican'],34.08392,-118.29149
4418,['Mexican'],34.018816871589536,-118.23799817055166
4419,['Mexican'],34.0902929008294,-118.3101672
4420,['Mexican'],34.0867083,-118.2237157
4421,"['Mexican', 'Sports Bars', 'Breakfast & Brunch']",34.101936,-118.335593
4422,['Tacos'],34.051285,-118.36507333
4423,"['Mexican', 'Vegetarian']",34.14974,-118.25547
4424,"['Bakeries', 'Mexican']",34.045045573556,-118.328622579575
4425,"['Food Trucks', 'Mexican']",34.0376702567719,-118.374769315124
4426,"['Mexican', 'Food Trucks']",34.02223,-118.4016
4427,"['Food Delivery Services', 'Mexican']",34.014673,-118.278658
4428,['Mexican'],34.0584824,-118.2325769
4429,"['Mexican', 'Burgers', 'Pizza']",34.016204,-118.286373
4430,"['Mexican', 'Street Vendors']",34.0279886071411,-118.291923
4432,"['Mexican', 'Food Trucks']",34.0187096355305,-118.199443034828
4433,['Mexican'],34.0102421,-118.3090649
4434,['Mexican'],34.144182426812,-118.255278803833
4435,['Mexican'],34.0082,-118.41434
4436,"['Food Trucks', 'Mexican']",34.02932,-118.38816
4437,['Mexican'],34.130009,-118.260435
4438,"['Food Stands', 'Tacos']",34.0953635,-118.2289742
4439,"['Seafood', 'Mexican', 'Breakfast & Brunch']",34.03217,-118.36628
4440,"['Mexican', 'Food Stands']",34.0794074282981,-118.268593271781
4441,"['Seafood', 'Fish & Chips', 'Tacos']",34.16027,-118.34345
4442,['Mexican'],34.0895613,-118.3756666
4443,"['Mexican', 'Coffee & Tea', 'Breakfast & Brunch']",34.077727,-118.258845917881
4444,"['Food Trucks', 'Mexican']",34.1254094038924,-118.265204839695
4445,"['Caterers', 'Tacos']",34.15302,-118.43605
4446,"['Mexican', 'Breakfast & Brunch', 'Salvadoran']",33.974984,-118.250638
4447,"['Seafood', 'Mexican']",34.040345,-118.331426
4448,['Mexican'],34.0574509,-118.238118
4449,['Mexican'],34.1017249,-118.3317274
4450,"['Mexican', 'Desserts', 'Juice Bars & Smoothies']",33.9668344,-118.35104
4451,['Mexican'],34.028061428826646,-118.25746881528228
4452,"['Mexican', 'Seafood']",34.0514859,-118.2179234
4453,['Mexican'],34.04752710551461,-118.32777129118355
4454,"['Mexican', 'Cafes', 'Breakfast & Brunch']",34.035579,-118.201225
4455,"['Persian/Iranian', 'Mexican', 'Halal']",34.0348057,-118.2579847
4457,['Mexican'],34.0762602812778,-118.216499201953
4458,"['Mexican', 'Food Trucks']",34.09383,-118.38304
4459,"['Mexican', 'Food Trucks']",34.07705,-118.25887
4460,['Mexican'],33.9805497999999,-118.2300473
4461,['Mexican'],33.99437,-118.41754
4462,"['Food Trucks', 'Tacos', 'Desserts']",34.04156093154142,-118.26494364967695
4463,"['Street Vendors', 'Mexican']",34.0097484296183,-118.239771723747
4464,"['Street Vendors', 'Tacos']",33.9997596740723,-118.299835205078
4465,"['Tacos', 'Middle Eastern', 'Street Vendors']",34.0335465,-118.2405124
4466,"['Mexican', 'Breakfast & Brunch']",34.04091600400396,-118.27804060170332
4467,"['Food Trucks', 'Japanese', 'Mexican']",34.17436,-118.61076
4468,['Mexican'],33.976415124177095,-118.41607720592432
4469,"['Mexican', 'Breakfast & Brunch', 'Sandwiches']",34.0661149,-118.21526
4470,['Mexican'],34.03516,-118.37732
4471,"['Mexican', 'Food Trucks', 'Seafood']",33.9584896166918,-118.3964404
4472,"['Mexican', 'Food Stands']",34.08338,-118.31089
4473,"['Cocktail Bars', 'Mexican']",34.13607,-118.35415
4474,"['Mexican', 'Breakfast & Brunch']",34.142548,-118.235101
4475,['Mexican'],34.0906851,-118.3631966
4476,['Mexican'],34.009479,-118.2195
4477,['Mexican'],34.0041,-118.256164
4478,['Mexican'],34.07581,-118.36228
4479,"['Mexican', 'Gay Bars', 'Sports Bars']",34.0853401,-118.3839643
4480,"['Mexican', 'Burgers']",34.031244,-118.4005224
4481,"['Juice Bars & Smoothies', 'Mexican', 'Ice Cream & Frozen Yogurt']",34.017444,-118.278296
4482,"['Mexican', 'Fast Food', 'American (Traditional)']",34.066329,-118.206027
4483,"['Mexican', 'Salvadoran']",34.1008796691895,-118.235191345215
4484,"['Food Stands', 'Mexican']",33.988833,-118.2790517
4485,"['Mexican', 'Salvadoran']",34.0472739854431,-118.297758072881
4486,['Tacos'],34.03245,-118.24512
4487,"['Tacos', 'Street Vendors']",34.0044737425199,-118.434083935864
4488,"['Mexican', 'Salvadoran']",34.0861301,-118.2915951
4489,['Mexican'],34.12932,-118.25957
4490,"['Mexican', 'Food Stands']",34.1445984,-118.2347337
4491,['Mexican'],34.0545871,-118.2774434
4492,['Tacos'],34.069769,-118.292177
4493,['Mexican'],34.0572027862072,-118.238174468279
4494,"['Burgers', 'Breakfast & Brunch', 'Mexican']",34.12215,-118.21235
4495,['Mexican'],34.0234718322754,-118.260414123535
4496,['Mexican'],34.15240006684456,-118.3513964
4497,"['Mexican', 'Salvadoran']",34.1123188,-118.2493008
4498,"['Mexican', 'Sports Bars']",34.1389891,-118.2157018
4499,['Mexican'],34.063337,-118.3989851
4500,"['Food Delivery Services', 'Vegan', 'Mexican']",34.09782,-118.3284406
4502,['Mexican'],34.1302453,-118.25229929899523
4503,['Mexican'],34.0735424641043,-118.251839
4505,['Mexican'],34.09409,-118.226471
4506,"['Halal', 'Mexican', 'Mediterranean']",34.075348501301164,-118.3774933
4507,['Mexican'],34.0194272249937,-118.267942965031
4508,"['Food Trucks', 'Tacos']",34.0463239,-118.3450144
4509,"['Mexican', 'Seafood']",34.047884,-118.210725
4510,"['Mexican', 'Seafood', 'Bars']",34.0773897069776,-118.258504271507
4511,"['Caterers', 'Tacos']",34.0324745178223,-118.326797485352
4512,"['Food Trucks', 'Mexican']",34.0061611809921,-118.428872823715
4513,"['American (New)', 'Tacos']",33.974446,-118.223348
4514,['Mexican'],33.98446,-118.4394
4515,['Tacos'],34.0529916463617,-118.203791299951
4516,"['Mexican', 'Fast Food']",34.0764487,-118.3239423
4517,"['Mexican', 'Food Trucks']",34.14234,-118.261921
4518,['Mexican'],34.046437,-118.20749
4519,"['Food Trucks', 'Tacos', 'Caterers']",34.036758,-118.434098
4520,"['Food Trucks', 'Tacos']",34.0219593357969,-118.401505726125
4521,"['Latin American', 'Seafood', 'Mexican']",34.0473525,-118.2985445
4522,['Mexican'],33.9615507256153,-118.362668718697
4523,"['Salvadoran', 'Mexican']",34.12213,-118.22559
4524,"['Sushi Bars', 'Persian/Iranian', 'Mexican']",34.0553283691406,-118.385215759277
4525,"['Mexican', 'Asian Fusion']",34.0438537597656,-118.378509521484
4526,"['Food Trucks', 'Mexican']",34.048437,-118.351259
4527,"['Pizza', 'Mexican']",33.979045,-118.25619101719666
4528,['Mexican'],34.0264167,-118.2016247
4529,['Mexican'],34.02228,-118.30913
4530,"['Mexican', 'Salvadoran', 'Burgers']",34.0553183,-118.2827283
4531,['Mexican'],33.98507,-118.25243
4532,['Mexican'],34.0432218137178,-118.285117065646
4533,['Mexican'],34.0431480407715,-118.274345397949
4534,"['Mexican', 'Seafood']",33.97452,-118.25672
4535,"['Mexican', 'Pop-Up Restaurants']",34.0301138864681,-118.402745592313
4536,['Tacos'],34.052329897896605,-118.2982019
4537,['Mexican'],34.06347,-118.36832
4538,"['Mexican', 'Food Trucks']",34.09462,-118.30954
4539,['Mexican'],34.0478792,-118.209829
4540,"['Breakfast & Brunch', 'Mexican', 'Cocktail Bars']",33.984277,-118.438029
4541,['Tacos'],33.99321,-118.27444
4542,['Mexican'],34.15078,-118.3657
4543,['Mexican'],34.0301282374949,-118.383085347144
4544,"['Mexican', 'Cocktail Bars', 'Wine Bars']",34.07075,-118.40151
4545,"['Food Trucks', 'Tacos', 'Hot Dogs']",34.05215,-118.27651
4546,"['Food Trucks', 'Hot Dogs', 'Tacos']",34.0480163,-118.2501836
4547,"['Food Trucks', 'Tacos']",34.04261,-118.26147
4548,"['Food Trucks', 'Tacos']",34.0496742,-118.4367951
4549,"['Food Stands', 'Tacos']",34.04587659183291,-118.34417988457461
4550,"['Street Vendors', 'Mexican']",34.0817962179462,-118.287116357341
4551,['Mexican'],34.0280266,-118.2011863
4552,"['Soul Food', 'Mexican']",33.9821815490723,-118.282325744629
4553,"['Juice Bars & Smoothies', 'Mexican']",34.03136,-118.20822
4554,"['Mexican', 'Food Trucks']",34.0317476,-118.2319277
4555,['Mexican'],34.0478630065918,-118.309494018555
4556,"['Meat Shops', 'Grocery', 'Mexican']",34.0328449,-118.3055816
4557,"['Mexican', 'Seafood', 'Breakfast & Brunch']",34.10646,-118.19835
4558,"['Mexican', 'Food Trucks']",34.0986293019372,-118.233750741395
4559,"['Food Trucks', 'Mexican', 'Sandwiches']",34.059319,-118.250379
4560,"['Tacos', 'Food Trucks']",33.808651623529116,-118.29010806313639
4561,"['Mexican', 'Halal']",34.0109334,-118.3198899
4562,"['Tacos', 'Breakfast & Brunch']",34.046229815254506,-118.2172006
4563,"['Street Vendors', 'Mexican']",34.0435793553951,-118.309822322268
4565,"['Mexican', 'Food Stands']",34.0690808242262,-118.299987576196
4566,"['Mexican', 'Sandwiches']",33.9619049,-118.3570355
4567,['Mexican'],33.9880144,-118.2522549
4568,['Mexican'],33.9745851,-118.2378913
4569,['Mexican'],34.070353,-118.4025841
4570,"['Mexican', 'Food Stands']",34.0591676,-118.2641222
4571,['Mexican'],34.036758,-118.254224
4572,['Mexican'],34.0473899841309,-118.226928710938
4573,['Mexican'],34.0432769872993,-118.431710784734
4574,"['Mexican', 'Seafood']",34.0449849,-118.202871
4575,"['Mexican', 'Bars']",34.14691,-118.42276
4576,['Tacos'],34.01026,-118.25672
4577,"['Tacos', 'Street Vendors']",34.0199356185884,-118.422667011405
4578,"['Tacos', 'Food Stands']",34.069699877926546,-118.34363254340663
4579,['Mexican'],34.0090995,-118.2567233
4580,"['Food Trucks', 'Tacos']",34.0033070759889,-118.434321803481
4582,['Mexican'],34.0777241,-118.2637577
4583,"['Tacos', 'Food Trucks']",33.98941,-118.2622
4584,['Mexican'],34.0075055,-118.416844
4587,"['Tacos', 'Street Vendors']",34.0667191840426,-118.2797019
4588,"['Mexican', 'Food Stands']",34.1231518427926,-118.221813916255
4589,['Mexican'],34.061802,-118.339277
4590,"['Tacos', 'Breakfast & Brunch']",34.0344862104784,-118.36168232132036
4591,['Mexican'],34.03772,-118.38884
4592,['Tacos'],34.09761,-118.36421
4593,"['Tacos', 'Food Stands']",34.05270575665104,-118.2983483295032
4594,['Mexican'],34.04612,-118.21576
4595,"['Tacos', 'Food Stands']",34.0030507384089,-118.433769196272
4596,['Mexican'],34.0482552415621,-118.251074481174
4597,"['Tacos', 'Food Trucks']",34.065341156757675,-118.13380037891866
4598,"['Mexican', 'Hot Dogs', 'Burgers']",34.0359763,-118.2567079
4599,['Mexican'],34.13897,-118.212
4600,"['Food Trucks', 'American (Traditional)', 'Mexican']",34.16280232847473,-118.52144108921125
4601,['Tacos'],34.02636,-118.21944
4602,"['Mexican', 'American (Traditional)']",34.0441970825195,-118.276786804199
4603,['Mexican'],34.0837421,-118.2958472
4604,"['Tacos', 'Food Trucks']",34.029380798339844,-118.35164642333984
4605,"['Mexican', 'Seafood']",34.023082,-118.252128
4606,"['Seafood', 'Food Trucks', 'Mexican']",34.0774040222168,-118.224678039551
4607,"['Mexican', 'Food Trucks']",34.03864,-118.26136
4608,"['Mexican', 'Breakfast & Brunch']",33.9967263489962,-118.432847857475
4609,"['Mexican', 'Cocktail Bars', 'Sports Bars']",34.10184162189683,-118.33576686114196
4610,"['Mexican', 'Food Trucks']",33.74839186003556,-117.9007788
4611,"['Food Trucks', 'Tacos']",34.012983,-118.41725
4613,"['Street Vendors', 'Mexican']",34.065359,-118.308328
4614,"['Tacos', 'Street Vendors']",34.069312,-118.295248
4615,"['Tacos', 'Food Stands']",34.0442567,-118.3773761
4616,['Mexican'],34.042715,-118.28114
4617,"['Food Trucks', 'Mexican']",34.0617099,-118.3025318
4618,['Mexican'],34.0442123413086,-118.211822509766
4619,['Mexican'],34.101676513598,-118.291624084454
4620,"['Food Trucks', 'Seafood', 'Mexican']",33.992059,-118.261022
4621,"['Mexican', 'Food Trucks']",34.01149,-118.41891
4623,['Mexican'],34.06003,-118.2905
4624,['Mexican'],34.02199,-118.401354
4625,"['Tacos', 'Food Stands']",34.11974314455215,-118.20121743618496
4626,"['Fast Food', 'Mexican']",34.062046542305836,-118.31358264854114
4627,['Mexican'],34.0315432,-118.1984756
4628,['Mexican'],33.9815051,-118.221135
4629,['Mexican'],34.03683308970295,-118.2588074822132
4630,"['Mexican', 'Street Vendors']",34.08368234260266,-118.27374443466171
4631,['Mexican'],33.99195,-118.42253
4632,"['Mexican', 'Food Trucks']",33.982056,-118.2739501
4633,"['Grocery', 'Bakeries', 'Mexican']",34.0528,-118.2826
4634,['Mexican'],34.1358776075368,-118.251479891233
4635,"['Food Stands', 'Tacos']",34.02659,-118.42876
4636,"['Food Trucks', 'Mexican']",33.9740867614746,-118.24983215332
4637,"['Salvadoran', 'Breakfast & Brunch', 'Mexican']",34.03259309323864,-118.30565381398648
4638,"['Tacos', 'Food Stands']",34.05074,-118.36614
4639,"['Mexican', 'Food Trucks', 'Juice Bars & Smoothies']",34.04765,-118.24414
4640,"['Mexican', 'Food Trucks']",34.06639391193158,-118.30989716849312
4641,"['Tacos', 'Street Vendors']",34.00153,-118.25674
4642,['Mexican'],33.978431,-118.330551
4643,['Mexican'],34.026645,-118.258616
4644,"['Mexican', 'Food Trucks']",34.06747429585866,-118.29151153564453
4645,['Mexican'],34.0309,-118.208383
4646,"['Mexican', 'Bars', 'Seafood']",33.9677999,-118.22554
4647,['Mexican'],34.0493921935558,-118.213485404849
4648,"['Mexican', 'Seafood', 'American (Traditional)']",34.03897,-118.25569
4649,['Mexican'],34.039722442627,-118.284934997559
4650,"['Burgers', 'Sandwiches', 'Tacos']",34.146557,-118.271441
4651,['Mexican'],34.0092834,-118.2782351
4652,"['Mexican', 'Seafood', 'Salad']",34.14964,-118.24628
4653,['Tacos'],34.0439053,-118.2511007
4654,"['Tacos', 'Salad', 'Sandwiches']",34.03879,-118.25865
4655,['Mexican'],34.044512,-118.3581
4656,"['Seafood', 'Tacos', 'Fish & Chips']",33.98801,-118.39285
4657,"['Mexican', 'Salvadoran']",34.04754,-118.29752
4659,"['Mexican', 'Fast Food']",34.022435,-118.3999679
4660,"['Food Stands', 'Mexican']",34.13520731096626,-118.2169011984469
4661,"['Street Vendors', 'Mexican']",34.0097445386738,-118.239717073739
4662,"['Food Trucks', 'Tacos']",33.9598651,-118.2997764
4663,"['Tacos', 'Food Stands']",34.032136749515,-118.210950937378
4664,"['Mexican', 'Fast Food']",34.0482755127167,-118.336546385978
4665,['Mexican'],33.98804662912092,-118.3102687238088
4666,"['Caterers', 'Tacos']",34.052392981469445,-118.24368000761717
4667,['Mexican'],34.098357,-118.297015
4668,"['Mexican', 'Fast Food']",34.073700332765725,-118.36094683888962
4669,"['Bars', 'Mexican']",34.04711,-118.21836
4670,"['Food Trucks', 'Tacos']",34.0216598510742,-118.28751373291
4671,['Mexican'],34.0405454,-118.25285
4672,"['Food Trucks', 'Tacos']",34.10131,-118.32468
4674,['Mexican'],34.018122330308,-118.308972045779
4675,['Mexican'],34.0185906,-118.2728363
4676,"['Bakeries', 'Mexican', 'Salvadoran']",33.9931051,-118.3098
4677,['Mexican'],33.97499,-118.24696
4678,"['Tacos', 'Pizza', 'Burgers']",34.05958,-118.23763
4679,"['Food Trucks', 'Mexican']",34.12462,-118.2657
4680,['Mexican'],34.05299,-118.21244
4681,"['Food Trucks', 'Mexican']",33.76605,-118.187095
4682,['Mexican'],34.0343558,-118.2153413
4683,"['Breakfast & Brunch', 'Mexican']",34.065425,-118.41218
4684,['Mexican'],33.9600357413292,-118.277306556702
4685,"['Desserts', 'Mexican']",34.0471,-118.32339
4686,"['Mexican', 'Coffee & Tea', 'Breakfast & Brunch']",34.0217918383831,-118.204398076686
4687,"['Burgers', 'Tacos', 'Sandwiches']",33.99691,-118.25685
4688,"['Food Trucks', 'Mexican']",34.035275,-118.222621
4689,"['Mexican', 'Food Trucks']",34.0653498099349,-118.292245989163
4690,"['Mexican', 'Fast Food']",34.0038127452135,-118.268895149231
4691,"['Salvadoran', 'Mexican']",34.08506,-118.30883
4692,['Mexican'],34.019674482423,-118.240189813077
4693,"['Mexican', 'Sandwiches']",33.9771747,-118.3304509
4694,"['Food Trucks', 'Caterers', 'Tacos']",34.0384974,-118.2712572767862
4695,"['Mexican', 'Salvadoran']",34.09193,-118.29207
4696,['Tacos'],34.048794,-118.255671
4697,"['Food Trucks', 'Mexican']",34.0284004211426,-118.354179382324
4698,"['Food Trucks', 'Mexican']",34.03803143823079,-118.37757001401626
4699,"['Seafood', 'Mexican', 'Street Vendors']",34.0255465,-118.2589349
4700,"['Mexican', 'Food Trucks']",34.1048698,-118.2014389
4701,"['Food Trucks', 'Tacos', 'Sandwiches']",33.852939,-117.854794
4702,"['Tacos', 'Street Vendors']",34.0899658203125,-118.328422546387
4703,"['Salvadoran', 'Mexican']",34.0953056,-118.2963928
4704,"['Seafood', 'Tacos']",34.026384185511596,-118.4268991
4705,"['Mexican', 'Seafood']",34.07335,-118.21748
4706,"['Tacos', 'Korean']",34.05109,-118.3012
4707,"['American (Traditional)', 'Mexican', 'Juice Bars & Smoothies']",33.9790993,-118.3575211
4708,"['Mexican', 'Food Trucks']",34.04696437876104,-118.26192509382962
4709,"['Tacos', 'Cocktail Bars']",33.997491,-118.426305
4710,['Tacos'],34.14040887565008,-118.3754474
4711,['Mexican'],34.0459885300524,-118.266952619158
4712,"['Fast Food', 'Mexican']",34.06265673512999,-118.33879236267222
4713,"['Fast Food', 'Mexican']",34.0621133485545,-118.350195922719
4714,"['Mexican', 'Food Stands']",34.0225151,-118.2588736
4715,"['American (New)', 'Mexican', 'Soup']",34.08554,-118.36114
4716,"['Mexican', 'Food Stands']",34.02626,-118.428638
4717,"['Mexican', 'Seafood', 'Beer, Wine & Spirits']",34.01819,-118.2097
4718,"['Tacos', 'Sandwiches']",33.9816,-118.26314
4719,"['Chinese', 'Noodles', 'Mexican']",34.0552165,-118.2744046
4720,"['Bakeries', 'Mexican']",34.04646,-118.20623
4721,"['Mexican', 'Fast Food']",34.0973468743117,-118.326365647239
4722,"['Mexican', 'Food Stands']",33.992294,-118.273598
4723,"['Meat Shops', 'Mexican']",33.994194,-118.417274
4724,['Mexican'],34.017568,-118.2198274
4725,"['Mexican', 'Pizza']",34.0585052,-118.261768
4726,['Mexican'],33.9795507233967,-118.225346803665
4727,['Mexican'],33.959820970236784,-118.28923969080665
4728,['Mexican'],34.0209628442408,-118.220447170418
4729,"['Mexican', 'Food Trucks']",33.908493,-118.2744972
4730,"['Mexican', 'Salvadoran']",34.03943,-118.29182
4731,"['Food Trucks', 'Tacos']",33.935541,-118.24468
4732,"['Tacos', 'Burgers']",33.9816131591797,-118.309272766113
4733,"['Food Trucks', 'Mexican']",34.0462494,-118.2669601
4734,"['Food Stands', 'Mexican']",34.0908825,-118.2917608
4735,"['Mexican', 'Food Stands', 'Kosher']",34.058219,-118.362296
4736,"['Fast Food', 'Mexican']",34.0442734,-118.30937783849254
4737,"['Mexican', 'Fast Food']",34.0621302,-118.2913879
4738,"['Burgers', 'Fast Food', 'Tacos']",34.0624569,-118.343133330345
4739,"['Fast Food', 'Mexican']",34.069516,-118.277028
4740,"['Hot Dogs', 'Food Trucks', 'Tacos']",34.048791,-118.2594084
4741,"['Dive Bars', 'Mexican']",34.0310385078192,-118.230038657784
4742,['Mexican'],34.137227,-118.257297
4743,"['Fast Food', 'Mexican']",34.057965,-118.291934
4744,"['Fast Food', 'Burgers', 'Mexican']",34.1258010864258,-118.255325317383
4745,['Mexican'],34.09095,-118.22377
4746,"['Food Trucks', 'Tacos', 'Caterers']",33.83858098438564,-117.87074162657065
4748,"['Bakeries', 'Breakfast & Brunch', 'Mexican']",34.0110351,-118.26911
4749,"['Food Trucks', 'Tacos']",33.9600180479308,-118.311396005912
4751,['Mexican'],34.026834141259016,-118.24898681388655
4752,['Mexican'],34.0351699991277,-118.200289942324
4753,"['Street Vendors', 'Mexican']",34.0282036742922,-118.2418775931
4754,['Mexican'],34.07368770955691,-118.21139088689641
4755,['Mexican'],34.0453095,-118.2537606
4756,"['Mexican', 'Seafood', 'Food Trucks']",33.9788284301758,-118.249931335449
4757,"['Food Trucks', 'Mexican']",34.02223,-118.4016
4758,"['Food Trucks', 'Mexican']",34.0219177578916,-118.401525264178
4759,['Mexican'],34.04071,-118.21292
4760,"['Mexican', 'American (Traditional)']",34.0369503779367,-118.252712407407
4761,['Mexican'],33.97442,-118.2419
4762,"['Tacos', 'Food Stands']",34.0272686561608,-118.428810797632
4763,"['Mexican', 'Breakfast & Brunch', 'Sandwiches']",34.028621673584,-118.250755310059
4764,"['Mexican', 'Salvadoran']",33.9866103629108,-118.291323568684
4765,['Mexican'],34.07108,-118.28128
4766,"['Tacos', 'Food Trucks']",34.12321,-118.22177
4767,"['Food Trucks', 'Tacos']",33.975161,-118.261837
4768,"['Mexican', 'Fast Food']",34.0978471129027,-118.3568997
4769,['Mexican'],34.0443974,-118.3576614
4770,['Tacos'],33.985531,-118.291878
4771,['Mexican'],33.98905,-118.26978
4772,"['Food Trucks', 'Mexican']",34.0498352050781,-118.212745666504
4773,['Mexican'],34.008403,-118.414024
4774,"['Mexican', 'Food Trucks']",33.96699,-118.25206
4776,"['New Mexican Cuisine', 'Mexican']",33.9601481409706,-118.211585669274
4777,"['Tacos', 'Food Trucks']",34.09237836369516,-118.28156068218723
4778,['Mexican'],34.0367063069446,-118.225371774873
4779,"['Fast Food', 'Mexican']",34.0941445623016,-118.32639715153789
4780,"['Mediterranean', 'Mexican', 'Food Stands']",34.052187,-118.243425
4782,"['Mexican', 'Fast Food']",34.0962895,-118.2849009
4783,"['Tacos', 'Street Vendors']",34.00752,-118.25866
4784,"['Mexican', 'Ice Cream & Frozen Yogurt', 'Desserts']",34.14298,-118.23556
4785,"['Food Trucks', 'Mexican']",34.09091885495748,-118.28711868996359
4786,['Mexican'],33.96651476626148,-118.3510393894253
4787,['Mexican'],34.148567051059,-118.43582299103
4788,"['Food Trucks', 'Tacos']",34.004208,-118.25841
4789,['Mexican'],33.96768,-118.20423
4790,"['Tacos', 'Food Stands']",34.0224402787119,-118.3554803959443
4791,"['Fast Food', 'Burgers', 'Tacos']",34.0655876174437,-118.2919447124
4792,"['Food Stands', 'Mexican']",34.0776194043274,-118.263471800194
4793,"['Mexican', 'Latin American', 'Food Trucks']",34.04784,-118.218414
4794,['Mexican'],34.15995,-118.3312
4795,['Mexican'],34.0189995,-118.3338232
4796,['Mexican'],34.01920148176993,-118.19881106763377
4797,"['Tacos', 'Food Trucks']",34.05027,-118.23785
4798,"['Mexican', 'Salvadoran']",34.0403043,-118.3085583
4799,"['Fast Food', 'Mexican']",34.0436516706005,-118.376976070782
4800,"['Mexican', 'Spanish', 'Juice Bars & Smoothies']",34.1050491333008,-118.230888366699
4801,['Mexican'],34.045193,-118.203355
4802,"['Bakeries', 'Mexican']",34.0337349,-118.24099
4803,['Mexican'],34.1577449,-118.4047111
4804,"['Food Trucks', 'Mexican']",34.053256,-118.203412
4805,"['Street Vendors', 'Tacos']",34.02292,-118.21753
4806,"['Mexican', 'Food Trucks']",34.2310853582468,-118.36753200608
4807,"['Mexican', 'Polynesian', 'Food Trucks']",33.79389,-118.2975
4808,['Tacos'],34.0111941288801,-118.271430882339
4809,"['Mexican', 'Bars']",34.10696,-118.33771
4810,['Tacos'],34.0463998817235,-118.272158056498
4811,"['Food Trucks', 'Tacos']",34.11458954063009,-118.2451475
